Series Name,SeriesCode,CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovak Republic,SVK, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.13 , 0.32 , 0.52 , 0.78 , 1.17 , 2.69 , 5.44 , 9.43 , 12.53 , 40.14 , 43.04 , 52.89 , 55.19 , 56.08 , 61.80 , 66.05 , 70.00 , 75.71 , 74.44 , 76.71 , 77.88 , 79.98 , 77.63 , 80.48 , 81.63 , 80.45 , 82.85 , 89.92 , 88.93 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovenia,SVN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.41 , 1.07 , 2.90 , 5.07 , 7.59 , 10.10 , 12.61 , 15.11 , 30.18 , 27.84 , 31.85 , 40.81 , 46.81 , 54.01 , 56.74 , 58.00 , 64.00 , 70.00 , 67.34 , 68.35 , 72.68 , 71.59 , 73.10 , 75.50 , 78.89 , 79.75 , 83.11 , 86.60 , 89.00 , 88.91 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Solomon Islands,SLB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.02 , 0.27 , 0.39 , 0.51 , 0.49 , 0.48 , 0.47 , 0.50 , 0.56 , 0.65 , 0.84 , 1.65 , 2.00 , 3.00 , 4.00 , 5.00 , 6.00 , 7.00 , 8.00 , 9.00 , 10.00 , 11.00 , 11.92 , .. , 28.20 , 35.88 , 36.13 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Somalia,SOM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.01 , 0.02 , 0.08 , 0.12 , 0.38 , 1.05 , 1.08 , 1.10 , 1.12 , 1.14 , 1.16 , .. , 1.25 , 1.38 , 1.50 , 1.63 , 1.76 , 1.88 , 2.00 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Africa,ZAF, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , 0.01 , 0.04 , 0.11 , 0.25 , 0.68 , 0.84 , 1.63 , 2.91 , 4.12 , 5.35 , 6.35 , 6.71 , 7.01 , 8.43 , 7.49 , 7.61 , 8.07 , 8.43 , 10.00 , 24.00 , 33.97 , 41.00 , 46.50 , 49.00 , 51.92 , 54.00 , 56.17 , 62.40 , 69.70 , 70.32 , 72.31 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Sudan,SSD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 2.20 , 2.60 , 3.00 , 3.50 , 4.10 , 4.80 , 5.60 , 6.50 , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Spain,ESP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.01 , 0.03 , 0.08 , 0.13 , 0.28 , 0.38 , 1.33 , 2.80 , 4.36 , 7.09 , 13.62 , 18.15 , 20.39 , 39.93 , 44.01 , 47.88 , 50.37 , 55.11 , 59.60 , 62.40 , 65.80 , 67.09 , 69.81 , 71.64 , 76.19 , 78.69 , 80.56 , 84.60 , 86.11 , 90.72 , 93.21 , 93.90 , 94.49 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sri Lanka,LKA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.00 , 0.01 , 0.05 , 0.16 , 0.30 , 0.35 , 0.65 , 0.79 , 1.05 , 1.46 , 1.45 , 1.79 , 2.54 , 3.88 , .. , .. , .. , .. , .. , .. , 10.50 , 15.26 , 22.19 , 32.25 , 46.90 , 50.69 , 36.18 , 44.45 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Kitts and Nevis,KNA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 1.95 , 2.26 , 3.34 , 4.40 , 5.86 , 7.71 , 21.15 , 22.97 , 24.74 , 34.00 , 38.50 , 43.50 , 49.20 , 55.70 , 63.00 , 63.20 , 64.00 , 64.60 , 68.00 , 75.70 , 76.82 , 80.71 , .. , 79.78 , 80.36 , 79.47 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Lucia,LCA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.31 , 0.67 , 0.99 , 1.30 , 1.93 , 5.09 , 8.18 , 14.64 , 20.98 , 21.40 , 21.57 , 24.50 , 27.90 , 30.00 , 31.00 , 32.50 , 34.00 , 45.87 , 49.40 , 53.20 , 57.30 , 61.70 , 66.40 , 71.50 , 76.98 , 77.54 , 78.10 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Martin (French part),MAF, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Vincent and the Grenadines,VCT, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.13 , 0.48 , 0.93 , 1.85 , 2.78 , 3.25 , 5.09 , 5.55 , 6.46 , 7.37 , 9.20 , 12.00 , 16.00 , 21.00 , 31.00 , 33.70 , 36.70 , 40.00 , 43.50 , 47.40 , 49.40 , 51.50 , 53.70 , 56.00 , 73.97 , 80.43 , 84.91 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sudan,SDN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.03 , 0.14 , 0.44 , 0.54 , 0.79 , 1.29 , .. , 8.66 , .. , .. , .. , .. , .. , .. , .. , .. , 14.10 , 18.60 , 24.60 , 25.90 , 28.40 , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Suriname,SUR, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.11 , 0.23 , 1.00 , 1.67 , 1.89 , 2.51 , 3.06 , 4.16 , 4.72 , 6.08 , 6.40 , 9.50 , 14.11 , 21.06 , 31.36 , 31.59 , 32.00 , 34.68 , 37.40 , 40.08 , 42.76 , 45.40 , 48.95 , 53.80 , 56.80 , 62.09 , 65.94 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sweden,SWE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.58 , 1.16 , 1.50 , 1.72 , 3.41 , 5.10 , 9.04 , 23.73 , 33.47 , 41.43 , 45.69 , 51.77 , 70.57 , 79.13 , 83.89 , 84.83 , 87.76 , 82.01 , 90.00 , 91.00 , 90.00 , 92.77 , 93.18 , 94.78 , 92.52 , 90.61 , 89.65 , 93.01 , 89.25 , 94.49 , 94.54 , 94.67 , 95.01 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Switzerland,CHE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.60 , 1.18 , 1.75 , 2.17 , 2.72 , 3.55 , 4.55 , 15.10 , 24.80 , 34.00 , 47.10 , 55.10 , 61.40 , 65.10 , 67.80 , 70.10 , 75.70 , 77.20 , 79.20 , 81.30 , 83.90 , 85.19 , 85.20 , 86.34 , 87.40 , 87.48 , 89.13 , 89.69 , 91.80 , 93.15 , 94.35 , 95.57 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Syrian Arab Republic,SYR, -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.03 , 0.06 , 0.12 , 0.18 , 0.35 , 2.09 , 3.40 , 4.32 , 5.65 , 7.83 , 11.50 , 14.00 , 17.30 , 20.70 , 22.50 , 24.30 , 26.20 , 28.09 , 29.98 , 31.87 , 32.70 , 33.77 , 34.65 , 35.78 , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tajikistan,TJK, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , 0.03 , 0.05 , 0.05 , 0.06 , 0.06 , 0.08 , 0.30 , 3.77 , 7.20 , 8.78 , 10.07 , 11.55 , 13.03 , 14.51 , 16.00 , 17.49 , 18.98 , 20.47 , 21.96 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tanzania,TZA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.01 , 0.01 , 0.08 , 0.12 , 0.17 , 0.22 , 0.68 , 0.88 , 1.10 , 1.30 , 1.60 , 1.90 , 2.40 , 2.90 , 3.20 , 3.95 , 4.40 , 7.00 , 10.00 , 13.50 , 16.00 , 17.10 , 18.28 , 23.45 , 31.63 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Thailand,THA, -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.04 , 0.07 , 0.12 , 0.36 , 1.09 , 2.43 , 3.69 , 5.56 , 7.53 , 9.30 , 10.68 , 15.03 , 17.16 , 20.03 , 18.20 , 20.10 , 22.40 , 23.67 , 26.46 , 28.94 , 34.89 , 39.32 , 47.50 , 52.89 , 56.82 , 66.65 , 77.84 , 85.27 , 87.98 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Timor-Leste,TLS, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.10 , 0.50 , 1.00 , 1.50 , 2.00 , 3.00 , 4.00 , 7.00 , 11.00 , 17.50 , 18.60 , 21.20 , 24.20 , 27.60 , 28.00 , 34.13 , 39.45 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Togo,TGO, -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.01 , 0.21 , 0.31 , 0.59 , 0.80 , 0.90 , 1.00 , 1.20 , 1.50 , 1.80 , 2.00 , 2.20 , 2.40 , 2.60 , 3.00 , 3.50 , 4.00 , 4.50 , 5.70 , 7.12 , 11.31 , 12.36 , 15.50 , 20.73 , 29.08 , 34.98 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tonga,TON, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.12 , 0.16 , 0.51 , 0.77 , 1.02 , 2.43 , 2.83 , 2.91 , 2.99 , 3.95 , 4.91 , 5.85 , 7.18 , 8.11 , 10.00 , 16.00 , 25.00 , 30.00 , 32.75 , 35.95 , 38.65 , 39.95 , 46.20 , 53.40 , 61.79 , 66.65 , 71.59 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Trinidad and Tobago,TTO, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.16 , 0.39 , 1.17 , 2.72 , 5.81 , 7.72 , 15.38 , 22.00 , 25.97 , 27.02 , 28.98 , 30.00 , 32.30 , 34.80 , 44.30 , 48.50 , 55.20 , 57.50 , 59.90 , 62.40 , 65.10 , 67.80 , 70.60 , .. , 78.96 , 78.67 , 79.00 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tunisia,TUN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.01 , 0.01 , 0.03 , 0.04 , 0.11 , 1.60 , 2.75 , 4.30 , 5.25 , 6.49 , 8.53 , 9.66 , 12.99 , 17.10 , 27.53 , 34.07 , 36.80 , 39.10 , 41.44 , 43.80 , 46.16 , 46.50 , 49.60 , 55.50 , 64.19 , 66.70 , 72.81 , 78.99 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkiye,TUR, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.01 , 0.05 , 0.08 , 0.19 , 0.47 , 0.70 , 2.29 , 3.76 , 5.19 , 11.38 , 12.33 , 14.58 , 15.46 , 18.24 , 28.63 , 34.37 , 36.40 , 39.82 , 43.07 , 45.13 , 46.25 , 51.04 , 53.74 , 58.35 , 64.68 , 71.04 , 73.98 , 77.67 , 81.41 , 83.44 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkmenistan,TKM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , 0.05 , 0.13 , 0.18 , 0.30 , 0.43 , 0.75 , 1.00 , 1.32 , 1.41 , 1.75 , 1.95 , 3.00 , 5.00 , 7.20 , 9.60 , 12.20 , 15.00 , 17.99 , 21.25 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turks and Caicos Islands,TCA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tuvalu,TUV, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , .. , 5.24 , 5.70 , 6.30 , 6.90 , 7.60 , 8.30 , 9.10 , 10.00 , 11.20 , 12.80 , 14.60 , 16.50 , 18.70 , 21.20 , 24.10 , 27.30 , 31.00 , 35.20 , .. , .. , .. , 71.59 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uganda,UGA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.07 , 0.11 , 0.16 , 0.24 , 0.38 , 0.46 , 0.72 , 1.74 , 2.53 , 3.67 , 3.88 , 4.10 , 4.30 , 4.60 , 4.80 , 5.10 , 5.40 , 5.80 , 5.90 , 5.90 , 6.00 , 6.02 , 6.10 , 10.34 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ukraine,UKR, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.00 , 0.01 , 0.04 , 0.10 , 0.20 , 0.30 , 0.41 , 0.72 , 1.24 , 1.87 , 3.15 , 3.49 , 3.75 , 4.51 , 6.55 , 11.00 , 17.90 , 23.30 , 28.71 , 35.27 , 40.95 , 46.24 , 48.88 , 53.00 , 58.89 , 62.55 , 70.12 , 75.04 , 79.22 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Arab Emirates,ARE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.10 , 0.38 , 3.30 , 6.91 , 14.94 , 23.63 , 26.27 , 28.32 , 29.48 , 30.13 , 40.00 , 52.00 , 61.00 , 63.00 , 64.00 , 68.00 , 78.00 , 85.00 , 88.00 , 90.40 , 90.50 , 90.60 , 94.82 , 98.45 , 99.15 , 100.00 , 100.00 , 100.00 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,United Kingdom,GBR, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.09 , 0.17 , 0.26 , 0.52 , 1.04 , 1.90 , 4.12 , 7.39 , 13.67 , 21.29 , 26.82 , 33.48 , 56.48 , 64.82 , 65.61 , 70.00 , 68.82 , 75.09 , 78.39 , 83.56 , 85.00 , 85.38 , 87.48 , 89.84 , 91.61 , 92.00 , 94.78 , 90.42 , 90.69 , 92.52 , 94.82 , 96.68 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,United States,USA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.78 , 1.16 , 1.72 , 2.27 , 4.86 , 9.24 , 16.42 , 21.62 , 30.09 , 35.85 , 43.08 , 49.08 , 58.79 , 61.70 , 64.76 , 67.97 , 68.93 , 75.00 , 74.00 , 71.00 , 71.69 , 69.73 , 74.70 , 71.40 , 73.00 , 74.55 , 85.54 , 87.27 , 88.50 , 89.43 , 90.62 , 91.75 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uruguay,URY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.06 , 0.31 , 1.85 , 3.36 , 6.99 , 9.97 , 10.54 , 11.12 , 11.42 , 15.94 , 17.06 , 20.09 , 29.40 , 34.00 , 39.30 , 41.80 , 46.40 , 51.40 , 54.45 , 57.69 , 61.46 , 64.57 , 66.40 , 70.32 , 80.73 , 83.35 , 86.31 , 90.07 , 89.87 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uzbekistan,UZB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.02 , 0.03 , 0.48 , 0.60 , 1.08 , 1.91 , 2.59 , 3.34 , 6.39 , 7.49 , 9.08 , 11.90 , 15.90 , 18.60 , 23.60 , 26.80 , 35.50 , 42.80 , 46.79 , 48.70 , 55.20 , 70.40 , 71.10 , 76.59 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Vanuatu,VUT, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.06 , 0.14 , 0.27 , 0.54 , 2.11 , 2.83 , 3.51 , 3.90 , 4.75 , 5.08 , 5.85 , 6.80 , 7.27 , 7.50 , 8.00 , 9.20 , 10.60 , 11.30 , 18.80 , 22.35 , 24.00 , 30.80 , 39.50 , 50.73 , 53.28 , 66.34 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Venezuela, RB",VEN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.01 , 0.04 , 0.06 , 0.12 , 0.25 , 0.39 , 1.38 , 2.84 , 3.36 , 4.64 , 4.91 , 7.50 , 8.40 , 12.55 , 15.22 , 20.83 , 25.88 , 32.70 , 37.37 , 40.22 , 49.05 , 54.90 , 57.00 , 58.00 , 60.00 , 61.60 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Viet Nam,VNM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.01 , 0.13 , 0.25 , 1.27 , 1.85 , 3.78 , 7.64 , 12.74 , 17.25 , 20.76 , 23.92 , 26.55 , 30.65 , 35.07 , 36.80 , 38.50 , 41.00 , 45.00 , 53.00 , 58.14 , 69.85 , 68.66 , 70.30 , 74.21 , 78.59 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Virgin Islands (U.S.),VIR, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.94 , 2.80 , 4.65 , 6.95 , 9.25 , 11.07 , 13.82 , 18.38 , 27.49 , 27.43 , 27.38 , 27.34 , 27.33 , 27.34 , 27.36 , 27.40 , 31.22 , 35.60 , 40.55 , 45.30 , 50.07 , 54.84 , 59.61 , 64.38 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,West Bank and Gaza,PSE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , .. , .. , .. , 1.11 , 1.84 , 3.10 , 4.13 , 4.40 , 16.01 , 18.41 , 21.18 , 24.36 , 32.23 , 37.40 , 41.08 , 43.40 , 46.60 , 53.67 , 56.70 , 59.90 , 63.30 , 64.40 , 70.62 , 76.01 , 81.83 , 88.65 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Yemen, Rep.",YEM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.02 , 0.02 , 0.06 , 0.08 , 0.09 , 0.52 , 0.60 , 0.88 , 1.05 , 1.25 , 5.01 , 6.89 , 9.96 , 12.35 , 14.91 , 17.45 , 20.00 , 22.55 , 24.09 , 24.58 , 26.72 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zambia,ZMB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.01 , 0.01 , 0.01 , 0.01 , 0.03 , 0.15 , 0.19 , 0.23 , 0.48 , 0.98 , 1.10 , 1.30 , 1.60 , 1.90 , 2.20 , 2.50 , 3.00 , 3.50 , 4.10 , 4.80 , 6.50 , 8.80 , 10.30 , 12.20 , 14.30 , 16.80 , 18.05 , 21.23 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Zimbabwe,ZWE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.00 , 0.01 , 0.02 , 0.03 , 0.08 , 0.16 , 0.40 , 0.80 , 1.10 , 1.80 , 2.10 , 2.40 , 2.40 , 3.00 , 3.50 , 4.00 , 6.40 , 8.40 , 12.00 , 15.50 , 16.36 , 22.74 , 23.12 , 24.40 , 25.00 , 26.59 , 29.30 , 34.81 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Africa Eastern and Southern,AFE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , 0.00 , 0.01 , 0.01 , 0.03 , 0.09 , 0.11 , 0.21 , 0.39 , 0.57 , 0.77 , 0.96 , 1.13 , 1.43 , 1.72 , 1.81 , 2.06 , 2.77 , 2.69 , 3.21 , 5.30 , 6.80 , 8.53 , 10.13 , 12.24 , 14.49 , 15.75 , 17.31 , 20.06 , 22.59 , 24.99 , 27.66 , .. , .. 
